SubmissionDate,starttime,endtime,deviceid,devicephonenum,username,device_info,duration,caseid,Date,Enumerator,Hospital,BAT,BST,BET,Breakfast,LAT,LST,LET,Lunch,Male,Female,Female_caregivers,Male_caregivers,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,Kigali,South,East,North,West,DAT,DST,DET,Dinner,Challenge_satisfaction,Recommendation,Audio,Image,instanceID,formdef_version,KEY
"5/28/2025, 9:33:47 AM","5/27/2025, 7:55:41 PM","5/27/2025, 8:20:15 PM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),1474,,5/27/2025,1,0,6:55:59 AM,7:13:15 AM,8:56:23 AM,469,11:32:37 AM,11:56:44 AM,1:56:50 PM,472,99,102,132,139,0,0,52,94,90,55,84,1,49,50,5:00:12 PM,5:08:15 PM,6:18:21 PM,463,"Today went well. The food was well prepared, and the patients truly enjoyed their meals.",.,,,uuid:6aed6f58-9cb3-4e34-be1a-16f0a1aebfa0,2412091707,uuid:6aed6f58-9cb3-4e34-be1a-16f0a1aebfa0
"5/28/2025, 10:49:33 PM","5/28/2025, 10:03:51 PM","5/28/2025, 10:20:47 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),848,,5/28/2025,7,4,7:06:30 AM,7:08:24 AM,7:44:58 AM,55,1:34:47 PM,1:38:07 PM,2:14:24 PM,132,29,75,18,10,13,5,19,31,64,107,21,1,0,3,4:03:42 PM,4:18:52 PM,5:02:05 PM,31,"À l'hôpital nyarugenge la journée s'est bien passée et la nourriture était bonne.Au déjeuner,les patients étaient censés manger des fruits,mais ils n'en ont pas eu.",N/A,,,uuid:a8461aa1-2f1b-442b-b475-5d49cfcbb505,2504040958,uuid:a8461aa1-2f1b-442b-b475-5d49cfcbb505
"5/29/2025, 2:59:34 AM","5/29/2025, 2:42:15 AM","5/29/2025, 2:59:29 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),1028,,5/28/2025,1,0,6:42:38 AM,7:03:02 AM,8:42:05 AM,472,11:43:46 AM,12:23:59 PM,2:43:05 PM,478,99,140,132,107,0,9,31,87,112,55,72,12,44,56,4:47:26 PM,4:56:36 PM,6:17:50 PM,453,"On Monday, Igihe visited our site for a video shoot. They recorded testimonials from caregivers and hospital staff, who spoke about the positive impact Solid Africa has on patients. They had also planned to film how we serve lunch to the patients. However, the hospital informed us that the location used for Monday's shoot was not suitable, so they asked Igihe to return for a reshoot.

Today, Igihe came back with Brenda and filmed at the maternity ward. This time, everything went well.",N/A,,,uuid:f68375ae-41c5-49cc-b062-89bb5c908f71,2412091707,uuid:f68375ae-41c5-49cc-b062-89bb5c908f71
"5/29/2025, 8:24:06 AM","5/28/2025, 9:27:46 AM","5/29/2025, 8:14:01 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.2 (3771098),822,,5/28/2025,6,1,6:50:36 AM,6:55:37 AM,7:40:39 AM,220,2:31:20 PM,2:57:48 PM,3:56:46 PM,246,58,127,49,12,15,6,6,16,142,110,8,54,12,1,4:01:17 PM,4:09:24 PM,5:02:33 PM,164,"Today's meals were both delicious and adequately portioned for all beneficiaries across the various menus served from breakfast to dinner. The recipients expressed their satisfaction and gratitude.
In the surgery ward, two men and one woman on high-energy, high-protein diets are showing good progress in their recovery. They and their families expressed heartfelt thanks to Solid Africa for the ongoing care and support provided since their admission.
In the pediatric ward, a child previously suffering from malnutrition and tuberculosis has fully recovered and was discharged today, thanks in part to the nutritious meals received throughout their hospital stay.
Overall, the day proceeded smoothly.",None,,,uuid:9e1eda28-0e21-4646-a6aa-f012ce4992de,2504040958,uuid:9e1eda28-0e21-4646-a6aa-f012ce4992de
"5/29/2025, 8:45:53 AM","5/29/2025, 7:39:06 AM","5/29/2025, 8:14:49 AM",3fed9ca5a571f611,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),2111,,5/28/2025,4,2,7:45:58 AM,7:59:15 AM,8:47:26 AM,344,1:40:30 PM,1:59:51 PM,3:05:06 PM,349,40,150,119,40,29,11,30,40,80,105,15,40,19,11,5:00:01 PM,5:12:19 PM,7:05:45 PM,340,"Our day was going well  Breakfast was well prepared. All patients were given  porridge and bread.
At lunchtime, we served delicious meals including bananas,  kawunga, isombe, beans and eggs. 
Everyone enjoyed their meals. Feeding of this day was well for beneficiaries.
All patients were given meals for lunch, dinner, breakfast. 
Beneficiaries were appreciation with our meals.",Well done,,,uuid:f4cfbc09-6b97-4db6-8448-da9017d7f2e6,2504040958,uuid:f4cfbc09-6b97-4db6-8448-da9017d7f2e6
"5/29/2025, 8:29:27 PM","5/29/2025, 8:04:12 PM","5/29/2025, 8:28:26 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),1091,,5/29/2025,7,4,6:45:01 AM,6:58:22 AM,8:06:33 AM,57,1:28:18 PM,1:38:37 PM,2:40:08 PM,133,29,75,18,11,13,5,19,31,65,107,21,1,1,3,5:07:13 PM,5:15:15 PM,5:51:18 PM,33,"À l'hôpital nyarugenge la journée s'est bien passée et la nourriture était bonne.Tous les patients ont mangé des fruits et tous ont mangé de la viande,mais nous avons toujour un problème avec l'endroit où écrire les codes des patients.",N/A,,,uuid:5d9c5e1d-6c58-4e19-8463-6e186e0de286,2504040958,uuid:5d9c5e1d-6c58-4e19-8463-6e186e0de286
"5/30/2025, 5:55:08 AM","5/29/2025, 9:26:10 PM","5/30/2025, 5:31:56 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),2457,,5/29/2025,1,0,6:47:31 AM,7:05:40 AM,8:57:53 AM,455,11:41:33 AM,7:03:46 AM,1:27:32 PM,472,116,120,138,98,0,0,36,110,90,56,80,21,46,33,4:19:44 PM,4:42:59 PM,6:17:09 PM,456,"Introduction:
This report highlights the recent decline in the number of children attending activities at Kina Ukire, compared to previous months.

Observation:
In recent weeks, there has been a noticeable drop in the number of children coming to Kina Ukire. Where we used to receive a larger group of children, we now often find only one or two attending.

Possible Causes:
One of the key contributing factors appears to be the lack of engaging materials and incentives. Previously, we provided toys, books, sweets, and biscuits, which played a major role in attracting children and motivating them to come early. Currently, due to limited resources, these items are no longer available, leading to reduced interest and participation among the children.

Conclusion:
The absence of small incentives and engaging materials has significantly impacted the attendance at Kina Ukire. Restoring access to such items could help bring back the children and improve participation in the program.

Recommendation:
We recommend sourcing or requesting support for items such as toys, storybooks, sweets, and snacks to help encourage children to return to Kina Ukire activities.",n/A,,,uuid:becf16ad-e66a-46a8-a11c-bc701e49c983,2412091707,uuid:becf16ad-e66a-46a8-a11c-bc701e49c983
"5/30/2025, 5:55:08 AM","5/30/2025, 5:43:53 AM","5/30/2025, 5:51:18 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),444,,5/29/2025,1,3,7:11:34 AM,7:36:39 AM,8:47:44 AM,100,1:44:01 PM,2:06:09 PM,3:01:17 PM,50,0,0,49,1,0,0,0,0,0,0,0,0,0,0,5:21:30 PM,5:34:35 PM,6:46:44 PM,49,"Overview:
Today's activities proceeded smoothly. Meals were well prepared and served as planned.

Details:

All food items were properly cooked and distributed without any issues.

Milk was not served today because it was found to be spoiled and therefore not safe for consumption.

Cleaning equipment (sukura materials) was provided to the social worker to support hygiene and sanitation efforts.


Conclusion:
Despite the minor issue with the milk, the day’s activities were successful. The distribution of cleaning supplies will further enhance cleanliness and overall service delivery.",N/A,,,uuid:ed845e51-8621-4dec-9640-f758192a8c0e,2412091707,uuid:ed845e51-8621-4dec-9640-f758192a8c0e
"5/30/2025, 8:28:19 AM","5/30/2025, 6:49:04 AM","5/30/2025, 7:12:18 AM",3fed9ca5a571f611,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),1394,,5/29/2025,4,2,7:28:55 AM,7:36:36 AM,8:19:16 AM,343,1:35:03 PM,1:47:26 PM,3:38:53 PM,345,40,168,102,35,30,32,28,30,88,103,15,48,30,12,6:19:47 PM,6:24:21 PM,7:05:29 PM,338,"For  breakfast every  patients received breads, porridge and brown breads with diabetic patients.

To day we received nutritionists visitors in lunchtime, the beneficiaries were appreciation for our visitors and enjoyed our meals.  The flowing items are the menu lunchtime: rice, meats, vegetables, green banana, and eggs for regime patients.
For dinner, we served the following meals:rice, vegetables with chees, beans, Irish potatoes.
Everyone received and enjoyed, the beneficiaries were appreciate with our good meals. For dinner there's no milk tea beneficiaries received, this is the  challenge of the day.  Thank you!",N/A,,,uuid:b6760912-f00f-4e70-b480-7f3b06e82885,2504040958,uuid:b6760912-f00f-4e70-b480-7f3b06e82885
"5/30/2025, 8:28:45 AM","5/29/2025, 8:24:30 AM","5/30/2025, 6:46:21 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),723,,5/29/2025,6,1,6:44:13 AM,6:50:25 AM,7:42:57 AM,223,12:50:18 PM,1:20:25 PM,2:25:46 PM,243,58,126,51,8,14,6,4,19,141,108,7,55,12,2,3:48:40 PM,4:00:05 PM,5:12:17 PM,168,"Today, the meals provided were delicious and sufficient for all beneficiaries, in accordance with the prepared menus. The beneficiaries expressed great satisfaction and appreciation for the food.
During our visit, we encountered patients who are struggling financially and unable to afford hospital bills and medications. In Surgery Room 3, a woman suffering from burn wounds has begun to recover. She expressed her gratitude for the support she has received since day one.",None,,,uuid:e9ba749f-d23e-4978-ae8e-409633aacebe,2504040958,uuid:e9ba749f-d23e-4978-ae8e-409633aacebe
"5/30/2025, 8:54:09 PM","5/30/2025, 8:29:18 AM","5/30/2025, 8:53:54 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),699,,5/30/2025,6,1,6:42:00 AM,6:50:07 AM,7:40:13 AM,208,1:52:44 PM,2:01:52 PM,2:53:02 PM,222,54,122,39,7,14,6,4,13,139,97,10,54,13,2,5:06:31 PM,5:19:45 PM,6:02:39 PM,165,"The day went smoothly, with no challenges reported during any of the sessions. The meals provided were both delicious and sufficient for all beneficiaries. In the internal medicine ward, two women suffering from stomach and intestinal illnesses have begun to recover. Both the patients and their caregivers expressed their gratitude for the quality meals they have received since their first day at the hospital.",None,,,uuid:121a3bae-2102-4f90-a132-28c0cd1af1e3,2504040958,uuid:121a3bae-2102-4f90-a132-28c0cd1af1e3
"5/30/2025, 8:59:47 PM","5/30/2025, 7:51:05 PM","5/30/2025, 8:59:08 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),2035,,5/30/2025,7,4,6:51:47 AM,7:02:01 AM,8:01:20 AM,59,2:06:55 PM,2:14:24 PM,2:49:37 PM,137,25,73,31,8,9,13,17,43,55,94,29,0,3,8,6:05:18 PM,6:07:35 PM,6:43:46 PM,31,"À l'hôpital nyarugenge la journée s'est bien passée et la nourriture était bonne mais aujourd'hui,les repas pour les patients sont arrivés en retard. 

Si possible, lors de la préparation du poisson,,ils préparaient le poisson séparément et la sauce séparément. 

Par example, à l'hôpital nyarugenge,nous servons la nourriture à l'extérieur.lorsque nous servons de la nourriture,il y a des mouches partout.Lorsque nous retirons les poissons sont déchirés et nous retirons les épines.",N/A,,,uuid:66bb9f73-11fb-4ec6-b41d-b13e39cd8c74,2504040958,uuid:66bb9f73-11fb-4ec6-b41d-b13e39cd8c74
"5/31/2025, 7:36:47 AM","5/31/2025, 7:32:14 AM","5/31/2025, 7:34:11 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),117,,5/30/2025,1,3,7:32:26 AM,7:54:30 AM,8:32:32 AM,100,1:32:43 PM,1:45:48 PM,2:32:52 PM,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5:33:40 PM,5:48:40 PM,7:33:46 PM,60,Today went well food was well prepared and patient enjoying the meals,N/A,,,uuid:fa33ca2a-2377-4d95-9973-3d999a282873,2412091707,uuid:fa33ca2a-2377-4d95-9973-3d999a282873
"5/31/2025, 7:36:47 AM","5/31/2025, 7:22:11 AM","5/31/2025, 7:25:40 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),209,,5/30/2025,1,0,6:52:27 AM,7:06:31 AM,8:22:37 AM,455,11:22:44 AM,12:02:02 PM,1:22:05 PM,468,99,135,142,92,0,0,38,90,106,62,70,24,44,34,5:24:15 PM,5:44:16 PM,8:25:20 AM,452,N/A,",N/A",,,uuid:1d659f5d-7a4a-4b37-bbf2-a252c28a1020,2412091707,uuid:1d659f5d-7a4a-4b37-bbf2-a252c28a1020
"5/31/2025, 8:27:15 PM","5/31/2025, 8:02:13 PM","5/31/2025, 8:10:12 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),478,,5/31/2025,7,4,6:55:37 AM,7:12:59 AM,7:47:44 AM,61,1:42:42 PM,1:52:06 PM,2:26:26 PM,142,23,85,25,9,15,5,8,23,91,109,23,0,3,7,4:26:03 PM,4:36:27 PM,5:26:41 PM,33,À l'hôpital nyarugenge la journée s'est bien passée et la nourriture était bonne.Tous les patients ont mangé des oeufs.,N/A,,,uuid:894934d6-e601-41ab-861c-f0b14d279553,2504040958,uuid:894934d6-e601-41ab-861c-f0b14d279553
"5/31/2025, 8:38:54 PM","5/31/2025, 8:25:19 PM","5/31/2025, 8:38:49 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),810,,5/31/2025,6,1,6:34:44 AM,6:50:58 AM,7:24:13 AM,202,1:01:46 PM,1:23:04 PM,2:07:16 PM,220,54,121,38,7,15,5,6,12,137,96,8,57,13,1,3:57:05 PM,5:16:22 PM,6:04:01 PM,162,"The day progressed well, with tasty and adequately portioned meals provided to all beneficiaries. The patients and their caregivers in the internal medicine  ward were very pleased with the quality of the food, noting that it has been a great help. Four patients were discharged as a result of their improved recovery.",None,,,uuid:060ecce1-335a-4a2c-a19a-69d7931fd2fe,2504040958,uuid:060ecce1-335a-4a2c-a19a-69d7931fd2fe
"6/1/2025, 6:17:02 AM","6/1/2025, 5:59:56 AM","6/1/2025, 6:09:45 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),545,,5/31/2025,1,0,6:49:11 AM,7:01:14 AM,9:02:26 AM,455,11:49:45 AM,12:01:52 PM,2:27:03 PM,478,99,152,125,102,0,0,29,103,107,55,78,10,58,38,5:07:53 PM,5:32:01 PM,6:08:07 PM,455,today went well food was prepared well and patient enjoying the meals,N/A,,,uuid:547a4c1f-158f-45d3-b2c1-8d18135d341c,2412091707,uuid:547a4c1f-158f-45d3-b2c1-8d18135d341c
"6/1/2025, 6:24:03 AM","6/1/2025, 6:20:44 AM","6/1/2025, 6:23:54 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),190,,5/31/2025,1,3,7:20:57 AM,7:21:00 AM,7:21:02 AM,110,1:21:27 PM,1:34:35 PM,2:21:38 PM,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,4:22:46 PM,4:49:57 PM,5:22:04 PM,56,today went well food was well prepared and patient enjoying the meals,N/A,,,uuid:b9e74257-5f96-4aff-8d98-b43c3a14ed08,2412091707,uuid:b9e74257-5f96-4aff-8d98-b43c3a14ed08
"6/1/2025, 6:45:33 AM","6/1/2025, 5:54:00 AM","6/1/2025, 6:43:55 AM",3fed9ca5a571f611,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),2800,,5/31/2025,4,2,7:40:19 AM,7:52:33 AM,8:35:36 AM,345,12:40:26 PM,12:55:36 PM,5:58:38 AM,356,41,163,118,34,32,24,30,45,105,130,20,20,24,10,5:15:22 PM,5:23:34 PM,6:04:53 PM,352,"The beneficiaries were happy for our good meals  for breakfast, lunch and dinner. This can couse appreciatin with us from beneficiaries. 
For breakfast we serve porridge and bread for all patients   in hospital. 
For lunch we serve  kawunga, cassava leavers, green banana, beans, eggs, soup and milk for nutrition. 
For dinner we serve the following meals including vegetables, bananas, beans, Irish potatoes , milk tea, porridge. We serve well done everyone.",N/A,,,uuid:f05d6763-8897-4a7a-b54b-000b415c5b2b,2504040958,uuid:f05d6763-8897-4a7a-b54b-000b415c5b2b
"6/1/2025, 8:01:14 PM","6/1/2025, 7:40:46 PM","6/1/2025, 8:01:08 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),951,,6/1/2025,6,1,6:49:06 AM,6:58:16 AM,7:39:35 AM,206,12:14:27 PM,12:47:34 PM,1:36:43 PM,224,55,122,40,7,15,5,4,12,141,102,8,55,11,1,4:08:34 PM,4:30:45 PM,5:09:12 PM,164,The day went well and the meals provided were delicious and sufficient to all beneficiaries.,None,,,uuid:0dca6a0f-9bc8-4849-8032-594886f51086,2504040958,uuid:0dca6a0f-9bc8-4849-8032-594886f51086
"6/1/2025, 11:02:39 PM","6/1/2025, 10:31:21 PM","6/1/2025, 10:40:22 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),530,,6/1/2025,7,4,6:45:45 AM,6:53:05 AM,7:28:22 AM,57,12:45:50 PM,12:48:09 PM,1:20:30 PM,132,29,75,18,10,12,5,19,31,65,106,21,1,1,3,4:53:07 PM,5:01:24 PM,5:51:38 PM,31,À l'hôpital nyarugenge la journée s'est bien passée et la nourriture était bonne et les repas sont arrivés aux patients à temps.,N/A,,,uuid:42e8cb62-947d-4736-be74-00404b5d1894,2504040958,uuid:42e8cb62-947d-4736-be74-00404b5d1894
"6/2/2025, 7:10:33 AM","6/2/2025, 6:41:21 AM","6/2/2025, 7:10:25 AM",3fed9ca5a571f611,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),1576,,6/1/2025,4,2,7:25:44 AM,7:30:45 AM,8:02:55 AM,350,1:37:54 PM,1:45:04 PM,2:46:31 PM,356,41,162,107,40,23,20,15,45,100,103,20,40,20,20,5:36:05 PM,5:45:36 PM,6:30:14 PM,350,"Today  meals were well prepared, and served to the sick!  It was well received by the patients.  For lunch, we served a nutritions meals of bananas and meat, vegetables. This was especially appreciated by all patients in hospital.

The evening meals were delivered on time and we feed the beneficiaries well. Everyone was received and enjoyed.  
Our day was going well  Breakfast was well prepared. All patients were given
porridge and bread. All patients were appreciation for us.",N/A,,,uuid:9f10a2e6-77d0-4bcc-83e3-cd74a9eefeb0,2504040958,uuid:9f10a2e6-77d0-4bcc-83e3-cd74a9eefeb0
"6/2/2025, 7:25:19 PM","6/2/2025, 7:14:12 PM","6/2/2025, 7:17:34 PM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),198,,6/2/2025,1,3,6:52:40 AM,7:14:51 AM,8:32:01 AM,100,1:21:13 PM,1:42:20 PM,2:15:25 PM,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4:24:47 PM,4:31:54 PM,5:16:59 PM,50,today went well food was well prepared and patient enjoying the meals,N/A,,,uuid:743bc7f2-c34e-4683-bae3-952ab1e2c699,2412091707,uuid:743bc7f2-c34e-4683-bae3-952ab1e2c699
"6/2/2025, 7:25:19 PM","6/2/2025, 6:53:08 PM","6/2/2025, 7:12:01 PM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),858,,6/2/2025,1,0,6:53:18 AM,7:16:34 AM,8:54:33 AM,456,11:56:44 AM,12:22:18 PM,1:58:26 PM,478,89,150,162,77,0,33,29,82,95,55,78,21,45,40,4:31:39 PM,5:03:55 PM,6:16:02 PM,469,"Today went well.
The food was well prepared, and the patients really enjoyed the meals. We served fruits in all wards and provided fish for those on special diet .",N/A,,,uuid:ee9aaa4a-7574-4d29-9812-527d57cc6f0b,2412091707,uuid:ee9aaa4a-7574-4d29-9812-527d57cc6f0b
"6/2/2025, 8:38:37 PM","6/2/2025, 8:06:49 PM","6/2/2025, 8:17:10 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),591,,6/2/2025,7,4,6:49:37 AM,6:59:57 AM,7:56:12 AM,59,1:23:03 PM,1:30:27 PM,2:08:36 PM,135,21,75,31,8,8,0,5,47,75,98,23,1,6,7,4:30:47 PM,5:02:58 PM,5:40:13 PM,35,"À l'hôpital nyarugenge la journée s'est bien passée et la nourriture était bonne.Aujourd'hui, nous avons servi du poisson très bien préparé.",N/A,,,uuid:636aff28-110b-4993-93d3-3e775c438e6a,2504040958,uuid:636aff28-110b-4993-93d3-3e775c438e6a
"6/2/2025, 9:21:22 PM","6/2/2025, 8:53:11 PM","6/2/2025, 9:15:03 PM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),1301,,6/2/2025,6,1,6:58:29 AM,7:06:41 AM,7:33:09 AM,210,12:50:58 PM,1:17:27 PM,2:18:31 PM,232,57,126,41,8,16,5,4,15,143,103,9,58,11,2,4:16:14 PM,4:54:15 PM,5:58:30 PM,176,"The meals provided to the beneficiaries were both delicious and sufficient, and they were pleased to receive them. In the isolation ward for tb , a man who had been in critical condition began to recover, attributing his improvement to the nutritious daily meals and, of course, the medication.Additionally in  the internal medicine for men two patients who were in critical condition due to the malaria are recovering and their expressed heartfelt gratitude for the support received during their hospital stay.",None,,,uuid:9064a6ac-6071-4ef9-837f-44baa030b77e,2504040958,uuid:9064a6ac-6071-4ef9-837f-44baa030b77e
"6/2/2025, 9:49:53 PM","6/2/2025, 8:58:38 PM","6/2/2025, 9:49:43 PM",3fed9ca5a571f611,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),3056,,6/2/2025,4,2,7:30:12 AM,7:45:44 AM,7:30:50 AM,360,12:40:06 PM,12:50:16 PM,2:05:42 PM,366,46,170,130,20,25,21,31,50,89,110,20,35,27,27,5:41:19 PM,5:47:30 PM,6:26:43 PM,330,"To day for breakfast we serve well,  we served porridge  and bread.  All beneficiaries were received it. 
The patients  were enjoyed and  appreciates for us.

For lunch  we served  the flowing  items such as beans, vegetables, rice, Irish potatoes , fishs, and othe meals  such as milk, postage, juice, sweet potatoes and eggs. 
There is no matter about patients, them we were appreciate our good feeding 

For dinner, we received  the  following items: 
Beans with cabbages and carrots,
Sweet potatoes. 
Vegetables 
Milk tea 
Porridge 

For dinner  we received few beneficiaries  more than  lunch. Because of sweets potatoes we served for dinner  in pediatrics, mothers,regime and regular diet.  pediatrics and many of maternity  them don't received foods. 
The menu of dinner isn't found easy digest feeding  For many  of our  patient feeds. So this is a big challenge for beneficiaries.",N/A,,,uuid:f950548c-4846-4104-8e43-7577092d38db,2504040958,uuid:f950548c-4846-4104-8e43-7577092d38db
"6/3/2025, 6:29:31 PM","6/3/2025, 6:25:45 AM","6/3/2025, 6:28:57 PM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),465,,6/3/2025,1,0,6:53:00 AM,7:26:39 AM,8:26:41 AM,470,11:32:58 AM,11:56:07 AM,1:29:09 PM,478,110,129,133,106,0,0,39,99,109,58,82,10,48,41,4:41:57 PM,5:13:36 PM,6:32:40 PM,456,"Background

For the past year, our team has been facing a persistent shortage of serving spoons required for daily patient meal distribution. Despite repeated requests, we have not been able to secure an adequate number of spoons to meet the needs of our operations.

Current Situation

The lack of sufficient serving spoons has resulted in continuous delays during mealtimes. Staff members are forced to wait for others to finish using the limited utensils before they can begin serving the next group of patients. This issue has significantly slowed down the meal service process and affected the overall quality of care provided to patients.

Impact

Delays in meal service, leading to extended waiting times for patients.

Increased staff fatigue due to inefficiencies in the serving process.

Reduced service quality, which compromises the patient experience.


Action Taken

Over the past year, multiple verbal and written requests have been made to address the shortage, but the issue remains unresolved.

Request

We are urgently requesting support to provide an adequate number of serving spoons to ensure timely and efficient meal distribution. Addressing this need will directly improve operational efficiency and patient care.

Conclusion

This is a recurring issue that requires immediate attention. We appreciate any assistance or donation of serving spoons to help us resolve this matter effectively.",N/A,,,uuid:ac454bc6-c556-4f31-b82d-55d19144ad12,2412091707,uuid:ac454bc6-c556-4f31-b82d-55d19144ad12
"6/3/2025, 9:14:15 PM","6/3/2025, 9:01:05 PM","6/3/2025, 9:14:01 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),556,,6/3/2025,7,4,6:56:57 AM,7:08:12 AM,8:06:29 AM,57,1:10:31 PM,1:25:57 PM,2:10:05 PM,131,25,76,21,9,15,9,13,35,59,705,21,1,1,3,5:21:42 PM,5:33:01 PM,6:09:09 PM,31,À l'hôpital nyarugenge la journée s'est bien passée et la nourriture était bonne.Nous demandions des produits d'hygiène pour les patients.,N/A,,,uuid:d853ae23-46f3-40fb-be43-42441937c685,2504040958,uuid:d853ae23-46f3-40fb-be43-42441937c685
"6/4/2025, 9:15:48 AM","6/3/2025, 8:01:48 AM","6/4/2025, 8:54:29 AM",daf5cc04c7403870,,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),1129,,6/3/2025,6,1,6:40:07 AM,6:45:17 AM,7:30:24 AM,216,12:41:05 PM,1:00:16 PM,2:00:40 PM,238,58,127,44,9,16,5,4,12,148,101,11,58,13,2,3:55:49 PM,4:20:59 PM,5:32:09 PM,176,"The day went smoothly, starting with breakfast and continuing through to dinner service. The meals were both delicious and adequately portioned for all types of dietary menus. As a positive outcome, in the surgery ward—rooms 2 and 5—two men and one woman who were on easy-to-digest diets due to their surgical wounds have recovered and were discharged by their doctors. Both the patients and their caregivers expressed gratitude for the daily support they received.",None,,,uuid:d1571132-c646-4012-88a7-f53712616578,2504040958,uuid:d1571132-c646-4012-88a7-f53712616578
"6/4/2025, 9:24:41 PM","6/4/2025, 8:42:22 PM","6/4/2025, 9:04:46 PM",07fbb5db5ad46e08,+250796168782,nap,samsung|SM-X115|14|SurveyCTO Collect 2.81.4 (461ba40),732,,6/4/2025,7,4,6:55:57 AM,7:13:45 AM,8:08:48 AM,61,1:07:32 PM,1:17:49 PM,2:06:06 PM,146,23,89,25,9,17,9,7,31,82,109,21,3,4,9,4:26:43 PM,4:36:44 PM,5:16:45 PM,30,"À l'hôpital nyarugenge la journée s'est bien passée et les répas étaient bons.Nous avons donné des fruits à tous les patients, mais ils nous ils ne nous ont pas donné de just,et le riz qu'ils préparaient pour le dîner n'était pas bien cuit.",N/A,,,uuid:20093cd2-81d9-46eb-a9ac-7dd1e987b590,2504040958,uuid:20093cd2-81d9-46eb-a9ac-7dd1e987b590
"6/5/2025, 3:15:31 AM","6/5/2025, 2:45:08 AM","6/5/2025, 3:15:22 AM",ea67cb053b6c77ee,,nap,google|Pixel 3a|10|SurveyCTO Collect 2.81.4 (461ba40),1000,,6/4/2025,1,0,6:45:58 AM,7:14:15 AM,8:46:26 AM,450,11:46:27 AM,12:20:43 PM,2:46:54 PM,472,95,141,120,116,0,0,41,98,97,49,85,11,50,41,4:50:31 PM,5:12:33 PM,6:51:37 PM,467,"Today went well.
The food was well prepared, and we had guests join us. Together, we served lunch in the pediatric wards. The patients were happy and grateful, and it was a joyful experience to serve them together.",N/A,,,uuid:35bed030-bb57-4999-a99c-c71950bfa67c,2412091707,uuid:35bed030-bb57-4999-a99c-c71950bfa67c
